아이디,성별,연령별,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1,문3-2. 고려한 관광인프라_1,여행동반자_그룹,방문 지역 수,여행 패턴,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문3-1. 고려한 관광활동_1순위
4600,2,3,4,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,270.6,4.0,도시 소비형
4607,1,6,1,경험형,안전 및 퀄리티,혼자형,1,서울 심층형,103.516433333333,6.0,도시 소비형
4611,2,5,1,경험형,안전 및 퀄리티,단체형,2,서울 단기형,429.97,1.0,"역사, 전통, 자연"
4612,2,5,1,콘텐츠 및 문화,안전 및 퀄리티,단체형,2,서울 단기형,239.951,3.0,"역사, 전통, 자연"
4613,1,6,1,콘텐츠 및 문화,여행 편의성,단체형,2,서울 단기형,260.756,3.0,"역사, 전통, 자연"
4614,1,5,1,가성비 및 접근성,여행 편의성,단체형,2,서울 단기형,176.2788,3.0,도시 소비형
4617,1,5,1,가성비 및 접근성,여행 편의성,혼자형,1,서울 단기형,147.2994,5.0,"역사, 전통, 자연"
4618,2,5,1,콘텐츠 및 문화,안전 및 퀄리티,단체형,1,서울 단기형,147.022,5.0,"역사, 전통, 자연"
4619,2,5,1,가성비 및 접근성,안전 및 퀄리티,가족형,2,수도권/지방형(탐험가형),253.6,4.0,"역사, 전통, 자연"
4621,2,4,4,경험형,여행 편의성,친구형,1,수도권/지방형(탐험가형),665.7,5.0,"역사, 전통, 자연"
4622,2,3,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,2,수도권/지방형(탐험가형),180.161666666667,4.0,경험형
4625,2,2,3,가성비 및 접근성,여행 편의성,단체형,2,수도권/지방형(탐험가형),664.56,5.0,도시 소비형
4626,1,5,2,가성비 및 접근성,가성비,가족형,1,수도권/지방형(탐험가형),177.52,5.0,"역사, 전통, 자연"
4627,2,5,1,가성비 및 접근성,가성비,가족형,2,수도권/지방형(탐험가형),213.975,4.0,"역사, 전통, 자연"
4629,2,4,1,가성비 및 접근성,여행 편의성,가족형,1,수도권/지방형(탐험가형),190.2,5.0,도시 소비형
4630,2,3,4,가성비 및 접근성,안전 및 퀄리티,직장형,1,수도권/지방형(탐험가형),190.2,5.0,도시 소비형
4631,2,5,2,가성비 및 접근성,여행 편의성,가족형,1,수도권/지방형(탐험가형),317.0,5.0,도시 소비형
4632,1,5,2,가성비 및 접근성,여행 편의성,가족형,1,수도권/지방형(탐험가형),177.52,5.0,"역사, 전통, 자연"
4633,1,3,1,경험형,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),169.066666666667,5.0,"역사, 전통, 자연"
4634,2,2,1,경험형,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),164.84,5.0,"역사, 전통, 자연"
4636,1,6,3,경험형,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),901.55,4.0,"역사, 전통, 자연"
4638,2,3,4,가성비 및 접근성,여행 편의성,친구형,1,수도권/지방형(탐험가형),253.1275,4.0,"역사, 전통, 자연"
4639,2,2,1,가성비 및 접근성,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),291.27,4.0,"역사, 전통, 자연"
4640,1,2,1,경험형,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),346.75,4.0,"역사, 전통, 자연"
4641,2,2,1,가성비 및 접근성,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),180.31,5.0,"역사, 전통, 자연"
4642,2,2,1,경험형,안전 및 퀄리티,혼자형,1,수도권/지방형(탐험가형),485.45,4.0,"역사, 전통, 자연"
4645,1,3,2,가성비 및 접근성,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),312.075,4.0,"역사, 전통, 자연"
4646,2,3,1,콘텐츠 및 문화,여행 편의성,친구형,1,수도권/지방형(탐험가형),263.53,4.0,특수 목적
4647,2,2,1,경험형,여행 편의성,친구형,1,수도권/지방형(탐험가형),284.335,4.0,"역사, 전통, 자연"
4648,2,4,1,가성비 및 접근성,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),212.673333333333,5.0,"역사, 전통, 자연"
4649,2,5,2,가성비 및 접근성,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),381.425,4.0,경험형
4651,2,3,1,가성비 및 접근성,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),392.983333333333,4.0,"역사, 전통, 자연"
4652,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),221.92,4.0,"역사, 전통, 자연"
4653,2,3,1,콘텐츠 및 문화,여행 편의성,혼자형,1,수도권/지방형(탐험가형),291.27,4.0,"역사, 전통, 자연"
4654,1,4,1,가성비 및 접근성,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),260.0625,4.0,도시 소비형
4655,2,4,1,가성비 및 접근성,여행 편의성,가족형,1,수도권/지방형(탐험가형),242.725,5.0,"역사, 전통, 자연"
4656,1,5,2,경험형,여행 편의성,가족형,1,수도권/지방형(탐험가형),138.7,5.0,"역사, 전통, 자연"
4657,1,3,2,경험형,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),450.775,4.0,"역사, 전통, 자연"
4658,2,5,1,콘텐츠 및 문화,안전 및 퀄리티,복합형(가족+친구),1,수도권/지방형(탐험가형),638.02,5.0,"역사, 전통, 자연"
4659,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),208.05,4.0,도시 소비형
4660,2,3,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),624.15,4.0,도시 소비형
4661,2,2,1,콘텐츠 및 문화,여행 편의성,가족형,3,서울 단기형,338.72,5.0,"역사, 전통, 자연"
4663,2,2,3,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,210.654,7.0,도시 소비형
4666,2,3,2,경험형,여행 편의성,가족형,3,서울 심층형,244.285714285714,7.0,"역사, 전통, 자연"
4669,2,3,1,가성비 및 접근성,여행 편의성,직장형,2,서울 단기형,266.742,5.0,도시 소비형
4671,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,3,서울 심층형,204.643333333333,6.0,경험형
4672,2,5,4,경험형,여행 편의성,가족형,1,서울 심층형,282.266666666667,6.0,도시 소비형
4678,1,2,1,경험형,안전 및 퀄리티,가족형,1,서울 심층형,157.9905,7.0,도시 소비형
4679,2,2,2,기타,가성비,친구형,1,서울 단기형,209.0,3.0,도시 소비형
4681,2,5,3,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,392.7,3.0,도시 소비형
4683,2,5,1,경험형,가성비,단체형,1,서울 심층형,190.47619047619,7.0,"역사, 전통, 자연"
4685,1,4,1,경험형,안전 및 퀄리티,가족형,1,서울 심층형,200.646,6.0,특수 목적
4686,2,5,2,가성비 및 접근성,안전 및 퀄리티,친구형,1,서울 심층형,434.291666666667,6.0,도시 소비형
4687,2,2,1,경험형,여행 편의성,친구형,1,서울 단기형,167.2,3.0,경험형
4694,2,2,3,콘텐츠 및 문화,가성비,혼자형,2,서울 심층형,210.87,6.0,"역사, 전통, 자연"
4698,2,2,1,콘텐츠 및 문화,가성비,단체형,1,수도권/지방형(탐험가형),246.991815,3.0,"역사, 전통, 자연"
4700,2,4,1,콘텐츠 및 문화,가성비,단체형,1,수도권/지방형(탐험가형),208.2841425,4.0,도시 소비형
4707,2,3,1,경험형,안전 및 퀄리티,혼자형,1,서울 심층형,293.193,8.0,"역사, 전통, 자연"
4711,2,5,3,가성비 및 접근성,가성비,단체형,2,수도권/지방형(탐험가형),240.92,4.0,도시 소비형
4713,1,2,1,경험형,여행 편의성,친구형,1,수도권/지방형(탐험가형),206.8425,4.0,도시 소비형
4714,2,6,2,가성비 및 접근성,여행 편의성,단체형,2,수도권/지방형(탐험가형),205.2575,4.0,"역사, 전통, 자연"
4717,2,5,2,가성비 및 접근성,여행 편의성,가족형,5,서울 심층형,137.094875,12.0,"역사, 전통, 자연"
4718,1,5,1,경험형,안전 및 퀄리티,단체형,2,수도권/지방형(탐험가형),164.0475,4.0,"역사, 전통, 자연"
4719,2,5,1,콘텐츠 및 문화,가성비,단체형,1,수도권/지방형(탐험가형),162.195,4.0,도시 소비형
4723,2,2,1,경험형,여행 편의성,친구형,1,수도권/지방형(탐험가형),188.615,4.0,경험형
4724,2,4,1,가성비 및 접근성,안전 및 퀄리티,직장형,1,수도권/지방형(탐험가형),318.056666666667,3.0,"역사, 전통, 자연"
4729,1,3,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),244.4113035,4.0,도시 소비형
4730,2,3,1,콘텐츠 및 문화,여행 편의성,친구형,1,수도권/지방형(탐험가형),250.70025,4.0,특수 목적
4731,2,3,1,가성비 및 접근성,가성비,가족형,4,서울 심층형,325.77,8.0,"역사, 전통, 자연"
4732,1,3,1,경험형,안전 및 퀄리티,가족형,1,서울 심층형,416.261666666667,6.0,"역사, 전통, 자연"
4734,1,2,1,경험형,여행 편의성,친구형,1,수도권/지방형(탐험가형),1496.22625,4.0,특수 목적
4735,1,2,1,경험형,여행 편의성,친구형,2,서울 심층형,327.8060625,8.0,경험형
4736,1,3,1,콘텐츠 및 문화,가성비,친구형,1,수도권/지방형(탐험가형),175.395,4.0,도시 소비형
4739,2,2,4,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,서울 단기형,485.45,4.0,특수 목적
4741,2,2,2,콘텐츠 및 문화,안전 및 퀄리티,친구형,2,수도권/지방형(탐험가형),216.48,5.0,경험형
4742,1,4,4,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,499.32,5.0,도시 소비형
4745,2,1,1,콘텐츠 및 문화,안전 및 퀄리티,단체형,2,수도권/지방형(탐험가형),313.83,4.0,"역사, 전통, 자연"
4747,2,4,1,가성비 및 접근성,여행 편의성,단체형,1,수도권/지방형(탐험가형),191.4,4.0,도시 소비형
4748,1,4,1,가성비 및 접근성,여행 편의성,가족형,1,수도권/지방형(탐험가형),211.9705875,4.0,"역사, 전통, 자연"
4749,2,4,1,경험형,안전 및 퀄리티,친구형,2,서울 심층형,742.63875,8.0,도시 소비형
4750,1,2,1,경험형,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),253.13589,3.0,도시 소비형
4751,2,4,3,가성비 및 접근성,여행 편의성,가족형,2,수도권/지방형(탐험가형),164.203611111111,9.0,"역사, 전통, 자연"
4752,2,5,1,가성비 및 접근성,여행 편의성,단체형,1,수도권/지방형(탐험가형),193.37,4.0,"역사, 전통, 자연"
4754,1,5,1,가성비 및 접근성,여행 편의성,단체형,1,수도권/지방형(탐험가형),190.9925,4.0,"역사, 전통, 자연"
4755,2,5,1,콘텐츠 및 문화,안전 및 퀄리티,단체형,2,수도권/지방형(탐험가형),254.1,4.0,"역사, 전통, 자연"
4757,1,2,1,경험형,여행 편의성,가족형,2,서울 심층형,215.905,10.0,"역사, 전통, 자연"
4758,2,3,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),167.7332475,4.0,도시 소비형
4760,2,5,2,가성비 및 접근성,안전 및 퀄리티,단체형,2,수도권/지방형(탐험가형),259.05,4.0,"역사, 전통, 자연"
4762,2,3,1,경험형,안전 및 퀄리티,친구형,2,서울 심층형,222.777307692308,13.0,"역사, 전통, 자연"
4763,1,5,1,경험형,안전 및 퀄리티,가족형,3,서울 심층형,407.5,8.0,특수 목적
4765,1,3,1,가성비 및 접근성,안전 및 퀄리티,복합형(가족+친구),3,수도권/지방형(탐험가형),138.409318181818,11.0,"역사, 전통, 자연"
4766,2,3,1,경험형,안전 및 퀄리티,혼자형,1,서울 단기형,300.0,3.0,경험형
4767,2,3,2,가성비 및 접근성,안전 및 퀄리티,친구형,2,수도권/지방형(탐험가형),304.0,5.0,도시 소비형
4769,1,4,2,경험형,여행 편의성,가족형,2,수도권/지방형(탐험가형),153.971428571429,7.0,"역사, 전통, 자연"
4770,2,5,1,가성비 및 접근성,안전 및 퀄리티,단체형,1,수도권/지방형(탐험가형),178.5,4.0,"역사, 전통, 자연"
4771,2,5,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,3,서울 단기형,202.88,5.0,"역사, 전통, 자연"
4772,2,2,1,가성비 및 접근성,가성비,친구형,1,수도권/지방형(탐험가형),183.975,4.0,도시 소비형
4773,1,2,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,3,서울 단기형,215.56,5.0,"역사, 전통, 자연"
4774,2,4,1,경험형,가성비,단체형,1,수도권/지방형(탐험가형),165.9,4.0,"역사, 전통, 자연"
4777,2,3,2,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,서울 심층형,380.4,6.0,"역사, 전통, 자연"
4778,1,5,1,경험형,가성비,가족형,1,수도권/지방형(탐험가형),244.22698125,4.0,"역사, 전통, 자연"
4779,2,2,2,경험형,여행 편의성,가족형,2,수도권/지방형(탐험가형),218.377777777778,9.0,"역사, 전통, 자연"
4781,2,4,1,경험형,여행 편의성,가족형,2,서울 심층형,555.0,6.0,"역사, 전통, 자연"
4782,2,5,1,콘텐츠 및 문화,안전 및 퀄리티,직장형,1,수도권/지방형(탐험가형),201.52566,3.0,도시 소비형
4783,2,2,1,가성비 및 접근성,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),197.4,4.0,"역사, 전통, 자연"
4786,1,3,1,경험형,안전 및 퀄리티,혼자형,1,서울 단기형,651.54,5.0,"역사, 전통, 자연"
4787,1,3,1,경험형,여행 편의성,가족형,2,수도권/지방형(탐험가형),309.285714285714,7.0,경험형
4788,2,3,2,콘텐츠 및 문화,여행 편의성,친구형,2,서울 심층형,397.066666666667,15.0,"역사, 전통, 자연"
4789,1,2,2,가성비 및 접근성,여행 편의성,가족형,2,서울 심층형,279.1875,8.0,특수 목적
4793,2,2,1,가성비 및 접근성,여행 편의성,친구형,1,서울 심층형,228.315,20.0,"역사, 전통, 자연"
4794,2,5,2,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,846.675,4.0,도시 소비형
4795,1,3,4,경험형,여행 편의성,가족형,2,서울 심층형,233.225,12.0,도시 소비형
4798,2,3,1,경험형,여행 편의성,친구형,1,서울 단기형,179.71419375,4.0,도시 소비형
4801,2,6,1,경험형,안전 및 퀄리티,가족형,6,서울 심층형,330.200714285714,14.0,"역사, 전통, 자연"
4802,2,4,2,콘텐츠 및 문화,여행 편의성,단체형,1,수도권/지방형(탐험가형),206.44092,4.0,"역사, 전통, 자연"
4804,1,5,1,가성비 및 접근성,여행 편의성,가족형,1,수도권/지방형(탐험가형),277.40498625,4.0,"역사, 전통, 자연"
4805,1,3,1,콘텐츠 및 문화,여행 편의성,친구형,1,수도권/지방형(탐험가형),201.6485415,4.0,도시 소비형
4808,1,5,1,콘텐츠 및 문화,여행 편의성,단체형,2,수도권/지방형(탐험가형),263.53,5.0,도시 소비형
4811,1,2,1,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,306.947142857143,7.0,경험형
4814,2,2,1,콘텐츠 및 문화,가성비,친구형,1,수도권/지방형(탐험가형),155.567979,4.0,"역사, 전통, 자연"
4817,2,4,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,2,수도권/지방형(탐험가형),610.28,5.0,도시 소비형
4818,2,3,1,가성비 및 접근성,안전 및 퀄리티,가족형,3,서울 심층형,183.333333333333,6.0,경험형
4819,2,5,3,가성비 및 접근성,여행 편의성,혼자형,2,서울 심층형,617.647058823529,17.0,도시 소비형
4821,2,3,1,경험형,안전 및 퀄리티,가족형,3,서울 심층형,255.555555555556,6.0,"역사, 전통, 자연"
4822,1,5,1,콘텐츠 및 문화,여행 편의성,단체형,1,수도권/지방형(탐험가형),190.77352875,4.0,특수 목적
4825,2,5,1,경험형,여행 편의성,가족형,2,서울 심층형,600.0,6.0,도시 소비형
4827,2,2,3,경험형,안전 및 퀄리티,친구형,2,서울 심층형,250.423076923077,13.0,"역사, 전통, 자연"
4828,1,2,2,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,119.282,5.0,"역사, 전통, 자연"
4829,2,2,3,경험형,가성비,친구형,1,서울 단기형,363.0,3.0,도시 소비형
4830,2,3,4,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,49.2161290322581,31.0,"역사, 전통, 자연"
4831,2,2,1,경험형,여행 편의성,친구형,2,서울 심층형,199.980714285714,14.0,경험형
4833,2,5,4,경험형,여행 편의성,친구형,1,서울 단기형,803.862,5.0,경험형
4836,2,6,4,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,259.6,3.0,도시 소비형
4840,2,4,4,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,서울 단기형,587.4,2.0,특수 목적
4842,2,2,4,경험형,안전 및 퀄리티,가족형,2,서울 심층형,325.55,7.0,"역사, 전통, 자연"
4845,1,2,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,5,서울 심층형,157.949090909091,11.0,"역사, 전통, 자연"
4848,2,3,3,경험형,여행 편의성,혼자형,2,서울 심층형,434.36,8.0,도시 소비형
4850,1,2,1,기타,가성비,친구형,1,서울 단기형,189.75,4.0,특수 목적
4851,2,4,4,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,572.0,3.0,도시 소비형
4856,2,2,2,경험형,여행 편의성,가족형,1,서울 심층형,176.016666666667,6.0,경험형
4857,1,1,1,가성비 및 접근성,가성비,친구형,1,서울 단기형,202.4,3.0,도시 소비형
4858,2,4,1,경험형,안전 및 퀄리티,가족형,3,서울 심층형,111.875,8.0,"역사, 전통, 자연"
4859,1,3,1,경험형,가성비,가족형,2,서울 심층형,38.3571428571429,7.0,경험형
4860,2,4,3,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 단기형,231.0,3.0,경험형
4861,2,6,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,319.0,3.0,도시 소비형
4873,1,3,3,콘텐츠 및 문화,여행 편의성,복합형(가족+친구),2,서울 심층형,264.166666666667,9.0,"역사, 전통, 자연"
4874,2,4,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 심층형,175.238095238095,7.0,특수 목적
4878,2,3,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 심층형,562.857142857143,7.0,경험형
4879,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,2,서울 심층형,136.363636363636,11.0,경험형
4880,2,3,2,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 심층형,226.285714285714,14.0,"역사, 전통, 자연"
4881,2,4,3,경험형,여행 편의성,가족형,1,서울 단기형,270.0,5.0,도시 소비형
4883,2,3,1,가성비 및 접근성,여행 편의성,직장형,2,수도권/지방형(탐험가형),208.2841425,4.0,"역사, 전통, 자연"
4884,2,3,1,콘텐츠 및 문화,여행 편의성,단체형,1,수도권/지방형(탐험가형),215.6570325,4.0,"역사, 전통, 자연"
4885,1,5,2,기타,안전 및 퀄리티,가족형,1,서울 심층형,284.078571428571,7.0,"역사, 전통, 자연"
4886,1,2,2,경험형,여행 편의성,친구형,1,수도권/지방형(탐험가형),294.424074,3.0,도시 소비형
4887,1,4,1,콘텐츠 및 문화,여행 편의성,단체형,1,수도권/지방형(탐험가형),193.169718,4.0,도시 소비형
