아이디,국가별,성별,연령별,문1. 주요 방한 목적,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1순위,문3-1. 고려한 관광활동_1순위,문3-2. 고려한 관광인프라_1순위,"문10. 1인 1일 지출경비(영향치 결측, 61일 이상 결측, 국제교통비 제외)",문9-3. 총 체재기간_61일 이상 결측,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역
3572.0,3.0,1.0,1.0,1,2.0,7.0,11.0,6.0,123.57,3.0,4. 게스트하우스/호스텔,혼자형,1,서울
3573.0,9.0,2.0,2.0,1,1.0,9.0,4.0,3.0,153.25,7.0,1. 호텔,혼자형,1,서울
3574.0,7.0,1.0,3.0,1,1.0,1.0,5.0,4.0,128.26,5.0,1. 호텔,단체형,1,서울
3576.0,3.0,2.0,2.0,1,1.0,9.0,1.0,6.0,310.04,5.0,1. 호텔,단체형,1,서울
3577.0,3.0,2.0,3.0,1,3.0,2.0,1.0,5.0,192.99,5.0,1. 호텔,가족형,1,서울
3582.0,9.0,2.0,3.0,1,4.0,2.0,8.0,4.0,82.62,5.0,4. 게스트하우스/호스텔,가족형,1,서울
3583.0,97.0,1.0,3.0,1,1.0,1.0,2.0,1.0,85.78,10.0,1. 호텔,친구형,1,서울
3584.0,9.0,2.0,3.0,1,1.0,9.0,13.0,10.0,276.0,6.0,1. 호텔,직장형,1,서울
3585.0,9.0,1.0,4.0,1,1.0,1.0,13.0,9.0,448.96,5.0,1. 호텔,가족형,2,서울
3586.0,9.0,2.0,4.0,1,1.0,1.0,2.0,3.0,307.28,5.0,1. 호텔,친구형,3,서울
3589.0,4.0,1.0,2.0,1,3.0,2.0,2.0,3.0,281.43,7.0,1. 호텔,가족형,1,서울
3590.0,10.0,2.0,4.0,1,4.0,2.0,4.0,6.0,229.77,10.0,1. 호텔,가족형,2,서울
3592.0,10.0,2.0,2.0,1,1.0,7.0,4.0,3.0,145.06,5.0,1. 호텔,친구형,3,서울
3595.0,12.0,1.0,3.0,1,1.0,1.0,6.0,3.0,475.93,5.0,4. 게스트하우스/호스텔,혼자형,1,서울
3598.0,3.0,2.0,3.0,1,3.0,8.0,2.0,5.0,101.1,15.0,1. 호텔,친구형,1,서울
3600.0,19.0,2.0,3.0,1,2.0,11.0,12.0,3.0,490.64,13.0,7. 친척 또는 친구 집,혼자형,1,서울
3602.0,16.0,1.0,2.0,1,2.0,2.0,11.0,6.0,170.93,5.0,1. 호텔,혼자형,1,서울
3603.0,19.0,1.0,3.0,1,1.0,1.0,12.0,3.0,472.87,5.0,1. 호텔,혼자형,1,서울
3604.0,7.0,1.0,3.0,1,1.0,8.0,3.0,5.0,537.5,4.0,1. 호텔,혼자형,1,서울
3606.0,7.0,1.0,2.0,1,1.0,5.0,2.0,3.0,913.75,4.0,1. 호텔,친구형,2,서울
3607.0,13.0,1.0,5.0,1,4.0,9.0,1.0,6.0,183.75,8.0,1. 호텔,가족형,2,제주
3610.0,1.0,2.0,2.0,1,1.0,5.0,7.0,6.0,220.0,5.0,1. 호텔,혼자형,1,서울
3612.0,11.0,2.0,2.0,1,1.0,9.0,4.0,3.0,125.0,10.0,1. 호텔,가족형,1,서울
3615.0,8.0,2.0,3.0,1,2.0,2.0,12.0,3.0,190.87,7.0,1. 호텔,친구형,1,서울
3616.0,3.0,2.0,3.0,1,3.0,7.0,1.0,9.0,316.78,5.0,1. 호텔,가족형,1,서울
3619.0,3.0,1.0,3.0,1,1.0,7.0,4.0,4.0,587.05,5.0,1. 호텔,가족형,1,서울
3623.0,10.0,1.0,2.0,1,1.0,1.0,3.0,6.0,78.78,7.0,1. 호텔,친구형,4,서울
3631.0,3.0,2.0,2.0,1,1.0,4.0,1.0,9.0,401.03,5.0,1. 호텔,가족형,2,서울
3639.0,10.0,2.0,2.0,1,2.0,2.0,1.0,6.0,63.06,10.0,4. 게스트하우스/호스텔,가족형,2,서울
3640.0,1.0,1.0,3.0,1,3.0,5.0,3.0,4.0,541.25,12.0,1. 호텔,혼자형,1,서울
3644.0,13.0,2.0,2.0,1,1.0,8.0,11.0,3.0,115.33,15.0,1. 호텔+5. 민박/펜션+8. 기타,혼자형,4,대전
3647.0,8.0,2.0,4.0,1,2.0,2.0,6.0,3.0,106.04,7.0,1. 호텔,가족형,2,서울
3649.0,3.0,2.0,2.0,1,1.0,5.0,15.0,3.0,176.93,6.0,1. 호텔,가족형,2,서울
3654.0,9.0,1.0,3.0,1,1.0,9.0,3.0,11.0,82.8,5.0,1. 호텔,기타형,1,서울
3655.0,3.0,2.0,3.0,1,2.0,5.0,12.0,2.0,316.78,5.0,1. 호텔,가족형,1,서울
3656.0,10.0,2.0,4.0,1,1.0,1.0,3.0,6.0,115.12,11.0,4. 게스트하우스/호스텔,가족형,2,제주
3657.0,10.0,2.0,2.0,1,1.0,5.0,3.0,3.0,204.67,9.0,4. 게스트하우스/호스텔,친구형,1,서울
3661.0,10.0,2.0,2.0,1,1.0,8.0,9.0,6.0,107.77,7.0,1. 호텔,가족형,1,서울
3662.0,13.0,2.0,2.0,1,4.0,2.0,3.0,2.0,115.71,7.0,7. 친척 또는 친구 집,가족형,1,서울
3663.0,12.0,2.0,3.0,1,1.0,8.0,4.0,6.0,427.5,8.0,4. 게스트하우스/호스텔,혼자형,1,서울
3666.0,10.0,2.0,4.0,1,1.0,1.0,11.0,5.0,149.06,13.0,1. 호텔,친구형,3,서울
3667.0,10.0,1.0,2.0,1,1.0,8.0,5.0,6.0,147.98,14.0,1. 호텔,친구형,4,서울
3668.0,97.0,1.0,3.0,1,1.0,1.0,4.0,10.0,292.86,7.0,1. 호텔,혼자형,1,서울
3669.0,13.0,2.0,3.0,1,4.0,7.0,11.0,10.0,256.88,8.0,1. 호텔,혼자형,1,서울
3671.0,3.0,1.0,2.0,1,1.0,4.0,10.0,5.0,311.73,6.0,1. 호텔,친구형,1,서울
3672.0,2.0,2.0,4.0,1,4.0,2.0,2.0,5.0,95.55,4.0,1. 호텔,친구형,1,서울
3673.0,6.0,2.0,3.0,1,2.0,2.0,12.0,5.0,568.75,8.0,1. 호텔,친구형,1,서울
3674.0,6.0,2.0,2.0,1,1.0,1.0,7.0,10.0,430.0,9.0,1. 호텔,혼자형,1,서울
3675.0,8.0,1.0,3.0,1,2.0,2.0,4.0,3.0,168.0,5.0,1. 호텔,가족형,1,서울
3677.0,2.0,2.0,2.0,1,2.0,10.0,12.0,2.0,243.75,4.0,1. 호텔,친구형,1,서울
3678.0,97.0,1.0,2.0,1,1.0,1.0,6.0,7.0,810.48,10.0,1. 호텔,친구형,1,서울
3679.0,3.0,1.0,2.0,1,1.0,7.0,12.0,6.0,143.23,4.0,1. 호텔,친구형,1,서울
3683.0,15.0,1.0,1.0,1,1.0,1.0,1.0,4.0,80.21,16.0,4. 게스트하우스/호스텔,혼자형,1,서울
3684.0,20.0,2.0,2.0,1,1.0,7.0,12.0,6.0,360.74,8.0,1. 호텔,가족형,3,서울
3685.0,2.0,1.0,2.0,1,1.0,5.0,2.0,6.0,170.63,4.0,1. 호텔,단체형,1,서울
3690.0,10.0,2.0,4.0,1,2.0,2.0,3.0,6.0,82.0,10.0,1. 호텔,가족형,2,서울
3692.0,8.0,1.0,3.0,1,1.0,1.0,3.0,10.0,135.12,17.0,1. 호텔,가족형,10,서울
3695.0,2.0,1.0,2.0,1,2.0,2.0,1.0,3.0,180.96,4.0,1. 호텔,친구형,1,서울
3700.0,13.0,2.0,2.0,1,1.0,8.0,5.0,7.0,215.33,15.0,1. 호텔+3. 콘도미니엄/리조트,혼자형,3,대전
3701.0,13.0,2.0,3.0,1,3.0,3.0,2.0,5.0,117.25,10.0,1. 호텔,단체형,1,서울
3702.0,10.0,2.0,5.0,1,2.0,2.0,2.0,10.0,90.38,10.0,1. 호텔,가족형,2,제주
3705.0,4.0,2.0,2.0,1,4.0,2.0,6.0,10.0,166.67,9.0,1. 호텔,가족형,2,인천
3706.0,8.0,2.0,2.0,1,1.0,1.0,6.0,2.0,181.41,23.0,1. 호텔+4. 게스트하우스/호스텔,복합형(가족+친구),3,서울
3707.0,10.0,1.0,4.0,1,3.0,2.0,1.0,5.0,162.75,8.0,1. 호텔,친구형,1,서울
3709.0,5.0,2.0,3.0,1,3.0,3.0,15.0,6.0,184.33,7.0,1. 호텔,혼자형,3,서울
3710.0,2.0,2.0,2.0,1,4.0,7.0,2.0,5.0,106.08,5.0,1. 호텔,혼자형,1,서울
3716.0,15.0,1.0,2.0,1,4.0,2.0,10.0,5.0,208.23,22.0,1. 호텔+4. 게스트하우스/호스텔,단체형,3,서울
3719.0,10.0,2.0,2.0,1,1.0,1.0,9.0,2.0,89.55,13.0,4. 게스트하우스/호스텔,친구형,2,서울
3720.0,10.0,2.0,3.0,1,2.0,2.0,12.0,6.0,86.02,8.0,1. 호텔+4. 게스트하우스/호스텔,가족형,2,서울
3723.0,10.0,2.0,5.0,1,1.0,1.0,4.0,1.0,182.86,8.0,1. 호텔,가족형,2,서울
3728.0,11.0,2.0,2.0,1,2.0,4.0,6.0,3.0,120.25,5.0,1. 호텔,가족형,2,서울
3729.0,10.0,2.0,4.0,1,2.0,2.0,2.0,5.0,92.15,8.0,1. 호텔,가족형,2,서울
3731.0,8.0,2.0,2.0,1,4.0,2.0,1.0,6.0,70.45,22.0,4. 게스트하우스/호스텔,혼자형,3,서울
3732.0,5.0,2.0,2.0,1,4.0,9.0,1.0,3.0,425.53,4.0,1. 호텔,가족형,1,서울
3734.0,11.0,2.0,2.0,1,1.0,1.0,11.0,3.0,103.33,12.0,1. 호텔,혼자형,1,서울
3735.0,2.0,2.0,2.0,1,1.0,7.0,7.0,5.0,107.64,3.0,1. 호텔,친구형,1,서울
3736.0,2.0,2.0,2.0,1,3.0,5.0,2.0,3.0,323.86,5.0,1. 호텔,친구형,1,서울
3738.0,12.0,2.0,2.0,1,1.0,1.0,2.0,6.0,95.86,7.0,1. 호텔,혼자형,1,서울
3739.0,10.0,2.0,5.0,1,4.0,2.0,5.0,5.0,132.5,5.0,1. 호텔,가족형,1,서울
3745.0,10.0,2.0,2.0,1,2.0,2.0,11.0,3.0,183.05,5.0,1. 호텔,혼자형,1,서울
3747.0,4.0,2.0,4.0,1,1.0,8.0,9.0,5.0,192.5,3.0,1. 호텔,가족형,1,서울
3750.0,6.0,2.0,3.0,1,4.0,2.0,2.0,5.0,189.1,5.0,1. 호텔,혼자형,1,서울
3751.0,7.0,2.0,3.0,1,2.0,8.0,6.0,3.0,113.04,14.0,1. 호텔,가족형,1,서울
3753.0,3.0,1.0,1.0,1,1.0,7.0,9.0,6.0,179.87,8.0,5. 민박/펜션,가족형,1,서울
3754.0,10.0,1.0,2.0,1,1.0,1.0,7.0,6.0,,18.0,4. 게스트하우스/호스텔,친구형,2,서울
3755.0,3.0,2.0,2.0,1,4.0,7.0,1.0,4.0,101.1,6.0,5. 민박/펜션,가족형,1,서울
3756.0,5.0,2.0,2.0,1,4.0,3.0,2.0,4.0,232.69,4.0,1. 호텔,친구형,1,서울
3757.0,2.0,2.0,3.0,1,2.0,8.0,1.0,5.0,165.07,4.0,1. 호텔,친구형,1,서울
3760.0,15.0,2.0,2.0,1,3.0,2.0,11.0,6.0,77.24,9.0,1. 호텔,가족형,2,서울
3768.0,3.0,1.0,3.0,1,3.0,2.0,2.0,10.0,438.1,5.0,1. 호텔,가족형,1,서울
3771.0,5.0,2.0,3.0,1,2.0,2.0,2.0,3.0,232.33,9.0,1. 호텔,친구형,1,서울
3773.0,2.0,2.0,3.0,1,1.0,7.0,7.0,5.0,111.8,3.0,1. 호텔,친구형,1,서울
3774.0,3.0,1.0,3.0,1,3.0,2.0,2.0,4.0,264.79,7.0,1. 호텔,가족형,2,서울
3775.0,4.0,2.0,2.0,1,2.0,8.0,12.0,10.0,233.83,6.0,1. 호텔,가족형,1,서울
3777.0,3.0,2.0,3.0,1,4.0,7.0,11.0,2.0,451.58,5.0,1. 호텔,가족형,1,서울
3778.0,5.0,1.0,5.0,1,4.0,2.0,3.0,10.0,55.53,19.0,1. 호텔,직장형,3,부산
3779.0,3.0,2.0,4.0,1,1.0,1.0,1.0,2.0,100.3,4.0,1. 호텔,가족형,1,서울
3780.0,15.0,2.0,3.0,1,1.0,9.0,5.0,6.0,82.0,10.0,1. 호텔,기타형,1,서울
3782.0,4.0,2.0,3.0,1,1.0,7.0,2.0,10.0,62.29,12.0,1. 호텔,가족형,2,서울
3788.0,2.0,2.0,3.0,1,1.0,8.0,2.0,5.0,129.74,3.0,1. 호텔,친구형,1,서울
3791.0,8.0,2.0,2.0,1,2.0,2.0,11.0,6.0,229.99,6.0,4. 게스트하우스/호스텔,혼자형,2,서울
3792.0,15.0,2.0,2.0,1,1.0,7.0,7.0,4.0,80.21,8.0,4. 게스트하우스/호스텔,친구형,1,서울
3795.0,1.0,2.0,2.0,1,1.0,4.0,1.0,1.0,172.72,10.0,1. 호텔,가족형,1,서울
3796.0,2.0,2.0,3.0,1,1.0,1.0,3.0,5.0,139.43,4.0,1. 호텔,가족형,1,서울
3798.0,9.0,2.0,2.0,1,2.0,2.0,1.0,5.0,158.57,5.0,1. 호텔,가족형,1,서울
3799.0,10.0,1.0,3.0,1,1.0,1.0,10.0,10.0,76.59,11.0,1. 호텔,가족형,2,서울
3800.0,8.0,2.0,3.0,1,1.0,7.0,2.0,3.0,84.74,8.0,1. 호텔,단체형,1,서울
3803.0,9.0,2.0,5.0,1,1.0,8.0,2.0,8.0,338.56,5.0,1. 호텔,가족형,3,서울
3804.0,8.0,2.0,3.0,1,2.0,5.0,2.0,2.0,133.61,5.0,1. 호텔+4. 게스트하우스/호스텔,단체형,2,서울
3809.0,12.0,2.0,4.0,1,1.0,1.0,2.0,5.0,63.54,9.0,1. 호텔,가족형,3,서울
3810.0,2.0,2.0,3.0,1,2.0,10.0,2.0,6.0,202.8,4.0,1. 호텔,친구형,2,서울
3811.0,8.0,1.0,3.0,1,1.0,8.0,3.0,6.0,94.6,7.0,4. 게스트하우스/호스텔,가족형,1,서울
3812.0,10.0,1.0,6.0,1,4.0,2.0,12.0,6.0,57.3,11.0,4. 게스트하우스/호스텔,친구형,3,부산
3813.0,97.0,2.0,3.0,1,1.0,1.0,3.0,2.0,219.94,7.0,4. 게스트하우스/호스텔,친구형,1,서울
3814.0,8.0,1.0,2.0,1,1.0,3.0,3.0,8.0,76.18,5.0,1. 호텔+4. 게스트하우스/호스텔,가족형,3,서울
3818.0,3.0,2.0,3.0,1,2.0,7.0,2.0,9.0,156.37,5.0,1. 호텔,친구형,1,서울
3820.0,8.0,2.0,2.0,1,1.0,1.0,12.0,9.0,116.42,5.0,1. 호텔,가족형,2,서울
3821.0,3.0,2.0,3.0,1,2.0,5.0,5.0,8.0,186.7,5.0,1. 호텔,복합형(가족+친구),1,서울
3824.0,3.0,2.0,4.0,1,2.0,4.0,1.0,3.0,309.2,4.0,1. 호텔,가족형,1,서울
3825.0,3.0,2.0,3.0,1,2.0,2.0,1.0,6.0,126.38,5.0,1. 호텔,가족형,1,서울
3829.0,7.0,2.0,2.0,1,3.0,4.0,1.0,5.0,208.43,5.0,1. 호텔,혼자형,1,강원
3839.0,12.0,2.0,6.0,1,2.0,8.0,12.0,9.0,69.35,31.0,7. 친척 또는 친구 집,혼자형,2,인천
3840.0,11.0,1.0,2.0,1,1.0,7.0,4.0,3.0,120.65,4.0,1. 호텔,혼자형,2,서울
3842.0,11.0,2.0,3.0,1,4.0,4.0,4.0,11.0,387.5,7.0,1. 호텔,가족형,1,서울
3847.0,9.0,1.0,3.0,1,2.0,2.0,12.0,4.0,117.95,4.0,1. 호텔,친구형,1,서울
3853.0,7.0,2.0,3.0,1,1.0,8.0,7.0,6.0,258.0,6.0,1. 호텔,직장형,3,서울
3855.0,7.0,2.0,2.0,1,1.0,4.0,11.0,11.0,283.33,6.0,1. 호텔,직장형,2,서울
3861.0,9.0,1.0,5.0,1,2.0,2.0,7.0,6.0,53.02,7.0,4. 게스트하우스/호스텔,가족형,2,서울
3864.0,97.0,1.0,5.0,1,1.0,9.0,6.0,7.0,123.59,13.0,1. 호텔,가족형,1,서울
3867.0,3.0,1.0,4.0,1,1.0,8.0,5.0,5.0,221.44,5.0,1. 호텔,가족형,2,서울
3871.0,9.0,2.0,6.0,1,1.0,1.0,3.0,4.0,67.86,7.0,1. 호텔,가족형,2,서울
3873.0,7.0,1.0,2.0,1,3.0,8.0,1.0,6.0,380.0,4.0,2. 모텔/여관,혼자형,1,인천
3875.0,11.0,2.0,2.0,1,4.0,4.0,2.0,3.0,228.8,10.0,1. 호텔+7. 친척 또는 친구 집,친구형,2,서울
3878.0,9.0,1.0,2.0,1,2.0,2.0,1.0,6.0,87.4,8.0,8. 기타,가족형,2,서울
3879.0,3.0,1.0,5.0,1,1.0,1.0,2.0,4.0,103.12,5.0,1. 호텔,가족형,1,서울
3882.0,16.0,1.0,3.0,1,1.0,7.0,7.0,3.0,247.43,14.0,3. 콘도미니엄/리조트,혼자형,2,서울
3887.0,19.0,2.0,2.0,1,1.0,8.0,11.0,6.0,59.06,27.0,3. 콘도미니엄/리조트,친구형,3,서울
3888.0,18.0,1.0,2.0,1,1.0,1.0,6.0,3.0,72.58,5.0,4. 게스트하우스/호스텔,친구형,1,서울
3889.0,97.0,2.0,2.0,1,1.0,1.0,1.0,6.0,77.76,3.0,4. 게스트하우스/호스텔,가족형,1,서울
3890.0,5.0,2.0,2.0,1,4.0,5.0,2.0,4.0,223.13,5.0,1. 호텔,가족형,1,서울
3891.0,5.0,1.0,2.0,1,2.0,10.0,15.0,4.0,189.66,8.0,1. 호텔,가족형,2,서울
3894.0,5.0,1.0,3.0,1,1.0,8.0,5.0,2.0,312.38,6.0,1. 호텔,가족형,3,서울
3897.0,9.0,2.0,6.0,1,1.0,3.0,6.0,8.0,150.0,6.0,7. 친척 또는 친구 집,가족형,1,충남
3899.0,5.0,2.0,2.0,1,3.0,9.0,3.0,5.0,313.65,5.0,1. 호텔,혼자형,1,서울
3900.0,5.0,2.0,2.0,1,4.0,7.0,2.0,6.0,148.75,6.0,5. 민박/펜션,친구형,1,서울
3901.0,17.0,2.0,5.0,1,3.0,8.0,4.0,6.0,253.73,15.0,1. 호텔,가족형,1,서울
3902.0,10.0,1.0,2.0,1,1.0,1.0,4.0,5.0,181.46,13.0,1. 호텔,단체형,2,서울
3903.0,9.0,2.0,4.0,1,4.0,2.0,12.0,10.0,539.73,6.0,1. 호텔,혼자형,1,서울
3904.0,10.0,2.0,2.0,1,1.0,1.0,3.0,1.0,141.4,13.0,1. 호텔,단체형,2,서울
3906.0,10.0,1.0,3.0,1,1.0,1.0,13.0,5.0,204.24,6.0,4. 게스트하우스/호스텔,친구형,2,서울
3908.0,15.0,1.0,2.0,1,1.0,7.0,1.0,5.0,96.35,11.0,8. 기타,가족형,1,서울
3913.0,9.0,2.0,2.0,1,1.0,3.0,11.0,3.0,225.56,10.0,1. 호텔,가족형,1,서울
3914.0,10.0,2.0,3.0,1,1.0,1.0,12.0,10.0,198.18,8.0,1. 호텔,가족형,2,서울
3915.0,10.0,1.0,3.0,1,2.0,4.0,1.0,3.0,159.74,7.0,1. 호텔,가족형,2,서울
3920.0,4.0,1.0,3.0,1,1.0,8.0,4.0,6.0,147.9,31.0,5. 민박/펜션,혼자형,1,서울
3921.0,10.0,1.0,2.0,1,2.0,2.0,4.0,5.0,134.58,7.0,1. 호텔,가족형,2,서울
3923.0,10.0,2.0,5.0,1,4.0,3.0,4.0,10.0,42.85,21.0,4. 게스트하우스/호스텔,가족형,1,서울
3924.0,2.0,2.0,5.0,1,1.0,7.0,1.0,4.0,67.28,4.0,1. 호텔,친구형,1,서울
3926.0,5.0,1.0,3.0,1,3.0,2.0,11.0,2.0,510.0,4.0,1. 호텔,가족형,1,서울
3928.0,4.0,2.0,3.0,1,3.0,2.0,11.0,3.0,70.64,14.0,8. 기타,친구형,2,서울
3930.0,2.0,2.0,2.0,1,1.0,7.0,7.0,2.0,113.1,4.0,1. 호텔,친구형,1,서울
3932.0,10.0,2.0,2.0,1,1.0,1.0,2.0,6.0,160.84,8.0,8. 기타,가족형,3,서울
3933.0,14.0,1.0,4.0,1,1.0,1.0,1.0,3.0,204.41,8.0,1. 호텔,친구형,1,서울
3936.0,15.0,2.0,2.0,1,1.0,8.0,4.0,10.0,255.49,12.0,1. 호텔,가족형,3,서울
3937.0,97.0,2.0,2.0,1,1.0,1.0,4.0,10.0,148.33,6.0,4. 게스트하우스/호스텔,가족형,1,서울
3938.0,10.0,2.0,4.0,1,4.0,2.0,4.0,3.0,245.09,5.0,1. 호텔,혼자형,1,서울
3939.0,10.0,1.0,3.0,1,1.0,1.0,3.0,3.0,242.9,7.0,8. 기타,가족형,1,서울
3940.0,10.0,2.0,5.0,1,1.0,1.0,4.0,5.0,191.48,6.0,1. 호텔,가족형,1,서울
3943.0,2.0,1.0,3.0,1,1.0,5.0,1.0,6.0,132.6,4.0,1. 호텔,가족형,2,서울
3947.0,2.0,2.0,4.0,1,1.0,7.0,2.0,2.0,94.71,7.0,1. 호텔,친구형,1,서울
3951.0,2.0,2.0,4.0,1,1.0,7.0,12.0,9.0,239.85,4.0,1. 호텔,혼자형,1,서울
3953.0,12.0,2.0,3.0,1,1.0,8.0,11.0,6.0,468.75,8.0,1. 호텔,가족형,1,서울
3954.0,7.0,2.0,5.0,1,1.0,8.0,5.0,6.0,380.0,5.0,1. 호텔,직장형,2,서울
3955.0,7.0,1.0,5.0,1,1.0,4.0,5.0,9.0,380.0,5.0,1. 호텔,직장형,2,서울
3957.0,2.0,1.0,3.0,1,3.0,4.0,2.0,8.0,95.23,4.0,1. 호텔,가족형,2,서울
3959.0,3.0,1.0,5.0,1,4.0,4.0,1.0,5.0,156.37,5.0,1. 호텔,복합형(가족+친구),1,서울
3960.0,15.0,2.0,4.0,1,1.0,1.0,12.0,9.0,327.39,6.0,8. 기타,복합형(가족+친구),2,서울
3961.0,3.0,2.0,5.0,1,3.0,2.0,3.0,4.0,269.26,5.0,1. 호텔,단체형,1,서울
3962.0,15.0,1.0,2.0,1,1.0,1.0,2.0,4.0,91.35,16.0,1. 호텔,복합형(가족+친구),2,서울
3963.0,3.0,2.0,3.0,1,1.0,4.0,11.0,6.0,217.37,6.0,1. 호텔,친구형,1,서울
3965.0,3.0,2.0,3.0,1,4.0,7.0,1.0,5.0,172.71,4.0,1. 호텔,가족형,1,서울
3969.0,15.0,2.0,2.0,1,2.0,8.0,4.0,4.0,237.07,4.0,1. 호텔,가족형,1,서울
3983.0,2.0,2.0,2.0,1,1.0,7.0,2.0,4.0,277.4,4.0,1. 호텔,친구형,1,서울
3984.0,2.0,2.0,3.0,1,4.0,8.0,2.0,4.0,216.26,4.0,1. 호텔,가족형,1,서울
3985.0,2.0,2.0,5.0,1,4.0,7.0,7.0,7.0,355.88,4.0,1. 호텔,혼자형,1,서울
3986.0,2.0,1.0,5.0,1,3.0,2.0,1.0,5.0,149.04,4.0,1. 호텔,가족형,1,서울
3988.0,2.0,1.0,6.0,1,4.0,2.0,1.0,5.0,161.82,3.0,1. 호텔,가족형,1,서울
3990.0,2.0,2.0,3.0,1,3.0,5.0,2.0,6.0,94.9,5.0,7. 친척 또는 친구 집,혼자형,1,서울
3991.0,2.0,1.0,6.0,1,4.0,2.0,1.0,4.0,77.56,4.0,1. 호텔,가족형,1,서울
3992.0,2.0,1.0,4.0,1,2.0,7.0,12.0,4.0,228.13,4.0,1. 호텔,가족형,1,서울
3993.0,2.0,1.0,3.0,1,1.0,7.0,4.0,5.0,309.79,4.0,1. 호텔,가족형,1,서울
3994.0,2.0,2.0,4.0,1,4.0,8.0,13.0,4.0,221.92,5.0,1. 호텔,가족형,1,서울
3995.0,2.0,2.0,3.0,1,4.0,8.0,2.0,10.0,264.63,4.0,1. 호텔,가족형,1,서울
3996.0,2.0,1.0,3.0,1,1.0,1.0,4.0,11.0,232.87,5.0,1. 호텔,가족형,1,서울
3998.0,2.0,1.0,4.0,1,4.0,2.0,8.0,6.0,79.57,5.0,7. 친척 또는 친구 집,가족형,1,서울
3999.0,2.0,1.0,2.0,1,3.0,2.0,2.0,6.0,232.69,4.0,1. 호텔,가족형,1,서울
4000.0,2.0,1.0,2.0,1,1.0,1.0,2.0,5.0,318.5,3.0,1. 호텔,가족형,1,서울
4001.0,2.0,2.0,2.0,1,1.0,5.0,1.0,4.0,167.9,4.0,1. 호텔,친구형,1,서울
4002.0,2.0,2.0,2.0,1,1.0,7.0,12.0,5.0,284.7,4.0,1. 호텔,가족형,1,서울
4003.0,2.0,1.0,2.0,1,2.0,7.0,2.0,9.0,248.2,4.0,1. 호텔,친구형,1,서울
4004.0,2.0,2.0,5.0,1,4.0,7.0,7.0,3.0,236.03,3.0,1. 호텔,친구형,1,서울
4005.0,2.0,1.0,4.0,1,2.0,5.0,15.0,5.0,148.92,5.0,1. 호텔,혼자형,2,서울
4006.0,2.0,2.0,2.0,1,1.0,10.0,2.0,5.0,691.07,3.0,1. 호텔,친구형,1,서울
4007.0,2.0,2.0,2.0,1,2.0,9.0,2.0,6.0,304.17,3.0,1. 호텔,친구형,1,서울
4008.0,2.0,2.0,2.0,1,3.0,2.0,2.0,6.0,124.1,4.0,1. 호텔,친구형,1,서울
4009.0,2.0,2.0,5.0,1,4.0,5.0,2.0,6.0,207.14,4.0,1. 호텔,가족형,1,서울
4010.0,2.0,2.0,6.0,1,1.0,7.0,1.0,6.0,206.02,3.0,1. 호텔,가족형,1,서울
4011.0,2.0,2.0,4.0,1,2.0,8.0,5.0,6.0,244.37,4.0,1. 호텔,가족형,1,서울
4013.0,2.0,2.0,2.0,1,4.0,7.0,2.0,4.0,501.27,3.0,1. 호텔,친구형,1,서울
4014.0,2.0,2.0,2.0,1,2.0,7.0,2.0,5.0,306.97,4.0,1. 호텔,친구형,1,서울
4015.0,2.0,2.0,2.0,1,4.0,10.0,1.0,4.0,275.58,4.0,1. 호텔,친구형,1,서울
4016.0,3.0,2.0,3.0,1,3.0,2.0,2.0,10.0,374.9,6.0,1. 호텔,친구형,2,서울
4017.0,3.0,2.0,2.0,1,3.0,4.0,2.0,1.0,472.7,5.0,1. 호텔,복합형(가족+친구),1,서울
4019.0,3.0,1.0,3.0,1,2.0,9.0,2.0,5.0,202.12,5.0,1. 호텔,단체형,1,서울
4021.0,3.0,2.0,2.0,1,1.0,10.0,5.0,3.0,224.29,5.0,1. 호텔,단체형,1,서울
4034.0,17.0,2.0,2.0,1,1.0,1.0,12.0,3.0,280.27,8.0,1. 호텔,혼자형,1,서울
4035.0,17.0,1.0,3.0,1,2.0,6.0,11.0,2.0,142.36,21.0,7. 친척 또는 친구 집,혼자형,1,경기
4036.0,17.0,1.0,3.0,1,1.0,1.0,10.0,8.0,713.41,11.0,7. 친척 또는 친구 집,혼자형,1,서울
4038.0,17.0,1.0,3.0,1,1.0,6.0,2.0,2.0,199.3,15.0,7. 친척 또는 친구 집,혼자형,1,인천
4039.0,17.0,1.0,2.0,1,1.0,1.0,4.0,6.0,435.97,6.0,7. 친척 또는 친구 집,혼자형,1,서울
4041.0,17.0,1.0,2.0,1,1.0,6.0,2.0,6.0,280.27,8.0,7. 친척 또는 친구 집,혼자형,1,경기
4044.0,17.0,1.0,3.0,1,1.0,9.0,2.0,6.0,597.9,5.0,7. 친척 또는 친구 집,혼자형,1,서울
4050.0,17.0,1.0,3.0,1,1.0,1.0,1.0,6.0,339.72,11.0,7. 친척 또는 친구 집,혼자형,1,부산
4052.0,4.0,1.0,3.0,1,1.0,4.0,6.0,4.0,270.59,17.0,1. 호텔,친구형,4,제주
4053.0,17.0,1.0,3.0,1,1.0,10.0,2.0,6.0,106.77,21.0,7. 친척 또는 친구 집,혼자형,1,인천
