아이디,연령별,한국 방문횟수(카테고리),문3-2. 고려한 관광인프라_1,여행동반자_그룹,방문 지역 수,여행 패턴,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문3-1. 고려한 관광활동_1순위,문1-1. 한국여행 관심 계기_1순위,국가별,성별,월별,문10-2. 쇼핑 항목_1,문10-2. 쇼핑 항목_2,문10-2. 쇼핑 항목_3,문10-2. 쇼핑 항목_4,문10-2. 쇼핑 항목_5,문10-2. 쇼핑 항목_6,문10-2. 쇼핑 항목_7,문10-2. 쇼핑 항목_8,문10-2. 쇼핑 항목_9,문10-2. 쇼핑 항목_10,문10-2. 쇼핑 항목_11,문10-2. 쇼핑 항목_12,문10-2. 쇼핑 항목_13,문10. 1인 지출경비(상하위 1% 대체),문9-2. 방문지역_1,문9-2. 방문지역_2,문9-2. 방문지역_3,문9-2. 방문지역_4,문9-2. 방문지역_5,문9-2. 방문지역_6,문9-2. 방문지역_7,문9-2. 방문지역_8,문9-2. 방문지역_9,문9-2. 방문지역_10,문9-2. 방문지역_11,문9-2. 방문지역_12,문9-2. 방문지역_13,문9-2. 방문지역_14,문9-2. 방문지역_15,문9-2. 방문지역_16,문9-2. 방문지역_17,문9-1. 가장 좋았던곳_1,문9-1. 가장 좋았던곳_2,문9-1. 가장 좋았던곳_3,문9-1. 가장 좋았던곳_4,문9-1. 가장 좋았던곳_5,문8-1. 만족한 활동_1,문8-1. 만족한 활동_2,문8-1. 만족한 활동_3,문8. 참여한 활동_1,문8. 참여한 활동_2,문8. 참여한 활동_3,문8. 참여한 활동_4,문8. 참여한 활동_5,문8. 참여한 활동_6,문8. 참여한 활동_7,문8. 참여한 활동_8,문8. 참여한 활동_9,문8. 참여한 활동_10,문8. 참여한 활동_11,문8. 참여한 활동_12,문8. 참여한 활동_13,문8. 참여한 활동_14,문8. 참여한 활동_15,문8. 참여한 활동_16,문8. 참여한 활동_17,문8. 참여한 활동_18,문8. 참여한 활동_19,문8. 참여한 활동_20,new_여행패턴
1832,4,재방문,여행 편의성,가족형,1,서울 단기형,158.4,5.0,도시 소비형,경험 및 관계,3,2,2,1.0,2.0,3.0,4.0,,,,,,,,,,792.0,1.0,,,,,,,,,,,,,,,,,11002,,,,,1,5.0,2.0,1.0,2.0,,,5.0,,7.0,,,,,,,,,,,,,,서울 집중형
1834,3,재방문,여행 편의성,가족형,2,서울 단기형,306.02,5.0,도시 소비형,경험 및 관계,1,2,2,1.0,2.0,,,,,,,9.0,,,,,1530.1,1.0,2.0,,,,,,,,,,,,,,,,41001,,,,,12,2.0,1.0,1.0,2.0,,,,,,,,,,12.0,,,,,,,,,서울 확산형
1838,2,첫방문,여행 편의성,친구형,1,서울 단기형,230.02,5.0,특수 목적,경험 및 관계,15,2,2,1.0,2.0,3.0,4.0,5.0,6.0,,8.0,,,11.0,,,1150.1,1.0,,,,,,,,,,,,,,,,,11012,,,,,13,11.0,2.0,1.0,2.0,3.0,4.0,5.0,,,,,,11.0,,13.0,,,,,,,,서울 집중형
1839,2,첫방문,여행 편의성,혼자형,1,서울 심층형,492.9,6.0,경험형,경험 및 관계,15,1,2,1.0,2.0,3.0,,,6.0,,8.0,,,,,,2957.4,1.0,,,,,,,,,,,,,,,,,11002,,,,,11,3.0,1.0,1.0,2.0,3.0,,5.0,,7.0,,,,11.0,,,,,,,,,,서울 집중형
1840,3,첫방문,안전 및 퀄리티,가족형,3,수도권/지방형(탐험가형),180.0,10.0,특수 목적,경험 및 관계,15,1,2,,2.0,,,,,,,,,,,,1800.0,1.0,,,4.0,,,,,,,,,13.0,,,,,26500,,,,,2,1.0,3.0,1.0,2.0,3.0,,5.0,6.0,7.0,,9.0,,,,,,,,,,,,서울 확산형
1841,5,재방문,여행 편의성,가족형,1,서울 심층형,132.0,8.0,특수 목적,가성비 및 접근성,3,1,2,1.0,2.0,,,,,,,,,,,,1056.0,1.0,,,,,,,,,,,,,,,,,11001,,,,,1,2.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,서울 집중형
1842,2,첫방문,여행 편의성,혼자형,1,서울 단기형,178.048,5.0,경험형,K-컬처형,1,2,2,1.0,,,,,,,,,,,,,890.24,1.0,,,,,,,,,,,,,,,,,11001,,,,,8,9.0,,,,,,,,,8.0,9.0,,,,,,,,,,,,서울 집중형
1843,3,재방문,안전 및 퀄리티,가족형,1,서울 단기형,201.6,5.0,특수 목적,경험 및 관계,3,1,2,1.0,2.0,3.0,,,6.0,,,,,11.0,,,1008.0,1.0,,,,,,,,,,,,,,,,,11002,,,,,2,8.0,1.0,1.0,2.0,,,,,,8.0,,,,,,,,,,,,,서울 집중형
1844,4,재방문,안전 및 퀄리티,혼자형,3,서울 심층형,286.538,11.0,"역사, 전통, 자연",경험 및 관계,14,2,2,1.0,,,,,6.0,,,,,,,,3151.918,1.0,,,,,,,,,,,,13.0,,,,17.0,50005,,,,,2,4.0,5.0,1.0,2.0,3.0,4.0,5.0,,7.0,,,,,,,,,,,,,,서울 확산형
1845,2,재방문,여행 편의성,혼자형,1,서울 단기형,249.9,2.0,경험형,K-컬처형,2,2,2,,,,,,,,,,,,,,499.8,1.0,,,,,,,,,,,,,,,,,11919,,,,,8,1.0,,1.0,,,,,,,8.0,,,,,,,,,,,,,서울 집중형
1846,5,재방문,안전 및 퀄리티,가족형,1,서울 단기형,256.0,5.0,특수 목적,K-컬처형,3,2,2,1.0,2.0,3.0,,,,,,,,,,,1280.0,1.0,,,,,,,,,,,,,,,,,11002,,,,,1,12.0,2.0,1.0,2.0,,,,,,,,,,12.0,,,,,,,,,서울 집중형
1848,3,재방문,가성비,혼자형,1,서울 단기형,243.425,4.0,특수 목적,K-컬처형,1,2,2,,,,,,,,,,,11.0,,,973.7,1.0,,,,,,,,,,,,,,,,,11002,,,,,8,13.0,2.0,,2.0,,,,,,8.0,,,,,13.0,,,,,,,,서울 집중형
1849,4,재방문,가성비,친구형,1,서울 단기형,234.6,4.0,도시 소비형,K-컬처형,2,2,2,1.0,2.0,,,5.0,,,,,,,,,938.4,1.0,,,,,,,,,,,,,,,,,11001,,,,,1,3.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,서울 집중형
1850,5,재방문,여행 편의성,가족형,1,서울 단기형,136.0,5.0,도시 소비형,K-컬처형,2,1,2,,2.0,,,,,,,,,,,,680.0,1.0,,,,,,,,,,,,,,,,,11012,,,,,5,3.0,1.0,1.0,2.0,3.0,,5.0,,,,,,,,,,,,,,,,서울 집중형
1851,2,첫방문,안전 및 퀄리티,가족형,1,서울 단기형,288.0,5.0,경험형,가성비 및 접근성,3,1,2,1.0,2.0,,,,,,,,,11.0,,,1440.0,1.0,,,,,,,,,,,,,,,,,11002,,,,,2,1.0,7.0,1.0,2.0,,,5.0,,7.0,8.0,,,,,,,,,,,,,서울 집중형
1852,4,재방문,안전 및 퀄리티,혼자형,1,서울 심층형,514.806666666667,6.0,경험형,경험 및 관계,15,2,2,1.0,,,,,,,,,,11.0,,,3088.84,1.0,,,,,,,,,,,,,,,,,11221,,,,,9,8.0,2.0,,2.0,,,,,,8.0,9.0,,,,,,,,,,,,서울 집중형
1853,4,첫방문,안전 및 퀄리티,가족형,2,서울 단기형,287.473333333333,5.0,경험형,K-컬처형,1,2,2,1.0,2.0,,,,,,,,,11.0,,,1437.36666666667,1.0,,,4.0,,,,,,,,,,,,,,11002,,,,,16,6.0,5.0,,2.0,3.0,,5.0,6.0,,8.0,,,,,,,,16.0,,,,,서울 확산형
1856,5,첫방문,여행 편의성,가족형,1,서울 단기형,960.0,4.0,도시 소비형,경험 및 관계,13,1,2,,2.0,,,,,,,,,,,,3840.0,1.0,,,,,,,,,,,,,,,,,11001,,,,,5,2.0,6.0,1.0,2.0,3.0,,5.0,6.0,7.0,,,,,,,,,,,,,,서울 집중형
1857,3,첫방문,여행 편의성,가족형,2,서울 단기형,236.47,5.0,"역사, 전통, 자연",K-컬처형,1,1,2,1.0,2.0,3.0,,,,,,,,,,,1182.35,1.0,,,4.0,,,,,,,,,,,,,,42504,,,,,5,16.0,9.0,,2.0,,,5.0,6.0,,,9.0,,,,,,,16.0,,,,,서울 확산형
1860,2,첫방문,안전 및 퀄리티,가족형,2,서울 심층형,240.973333333333,12.0,"역사, 전통, 자연",K-컬처형,15,1,2,1.0,,3.0,,,,,,,,,,,2891.68,1.0,,,,,,,,,,,,13.0,,,,,11001,,,,,2,1.0,6.0,1.0,2.0,3.0,,5.0,6.0,7.0,,,,11.0,,13.0,14.0,,,,,,,서울 확산형
1861,3,재방문,가성비,혼자형,1,서울 단기형,357.0,4.0,도시 소비형,경험 및 관계,2,2,2,1.0,2.0,3.0,,,,,,,,,,,1428.0,1.0,,,,,,,,,,,,,,,,,11522,,,,,1,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,서울 집중형
1862,5,첫방문,안전 및 퀄리티,가족형,2,수도권/지방형(탐험가형),375.542857142857,7.0,"역사, 전통, 자연",경험 및 관계,15,1,2,,,,,,,,,,,,,,2628.8,1.0,,,4.0,,,,,,,,,,,,,,42505,,,,,16,3.0,1.0,1.0,,3.0,,,,,,,,,,,,,16.0,,,,,서울 확산형
1863,2,재방문,안전 및 퀄리티,친구형,1,서울 단기형,401.2,3.0,경험형,가성비 및 접근성,2,1,2,,2.0,3.0,,,,,,,,,,,1203.6,1.0,,,,,,,,,,,,,,,,,11003,,,,,11,1.0,2.0,1.0,2.0,,,,,,,,,11.0,,,,,,,,,,서울 집중형
1864,2,첫방문,여행 편의성,친구형,1,서울 단기형,358.512,5.0,도시 소비형,경험 및 관계,14,2,2,1.0,2.0,,,,6.0,,,,,11.0,,,1792.56,1.0,,,,,,,,,,,,,,,,,11024,,,,,8,5.0,1.0,1.0,2.0,3.0,,5.0,6.0,7.0,8.0,,,,,,,,,,,,,서울 집중형
1868,3,재방문,여행 편의성,친구형,1,서울 단기형,314.202,5.0,도시 소비형,경험 및 관계,10,2,2,1.0,,,,5.0,,,,,,,12.0,,1571.01,1.0,,,,,,,,,,,,,,,,,11001,,,,,2,3.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,서울 집중형
1872,3,재방문,가성비,친구형,1,서울 단기형,329.164,5.0,도시 소비형,경험 및 관계,10,2,2,1.0,2.0,3.0,4.0,,,,,,,,,,1645.82,1.0,,,,,,,,,,,,,,,,,11012,,,,,3,2.0,5.0,,2.0,3.0,,5.0,,,,,,,,,,,,,,,,서울 집중형
1873,2,재방문,여행 편의성,가족형,1,서울 심층형,274.303333333333,6.0,특수 목적,경험 및 관계,10,1,2,1.0,2.0,3.0,4.0,,6.0,,,,,,,,1645.82,1.0,,,,,,,,,,,,,,,,,11514,,,,,2,11.0,16.0,,2.0,,4.0,,,,,,,11.0,,,,,16.0,,,,,서울 집중형
1874,3,첫방문,안전 및 퀄리티,가족형,1,서울 심층형,504.9675,6.0,특수 목적,경험 및 관계,10,1,2,1.0,2.0,3.0,4.0,,,,8.0,9.0,,,,,3029.805,1.0,,,,,,,,,,,,,,,,,41001,,,,,12,2.0,1.0,1.0,2.0,,,5.0,,,,,,11.0,12.0,,,,16.0,,,,,서울 집중형
1875,5,재방문,안전 및 퀄리티,가족형,2,수도권/지방형(탐험가형),224.43,6.0,"역사, 전통, 자연",경험 및 관계,10,1,2,,2.0,3.0,4.0,,,,,9.0,,11.0,,,1346.58,1.0,,3.0,,,,,,,,,,,,,,,11001,,,,,5,2.0,1.0,1.0,2.0,,,5.0,,7.0,,,,,12.0,,,,,,,,,서울 확산형
1877,2,재방문,가성비,친구형,1,서울 심층형,127.9,8.0,도시 소비형,가성비 및 접근성,5,2,2,1.0,2.0,3.0,,,,,,,,,,,1023.2,1.0,,,,,,,,,,,,,,,,,11513,,,,,2,1.0,11.0,1.0,2.0,3.0,,,,,,,,11.0,,,,,,,,,,서울 집중형
1878,3,재방문,안전 및 퀄리티,혼자형,1,서울 단기형,524.39,3.0,경험형,K-컬처형,5,2,2,1.0,,,,,,,,,,,,,1573.17,1.0,,,,,,,,,,,,,,,,,11158,,,,,8,2.0,1.0,1.0,2.0,,,,,,8.0,,,,,,,,,,,,,서울 집중형
1880,3,재방문,여행 편의성,가족형,1,서울 심층형,277.116666666667,6.0,도시 소비형,K-컬처형,5,1,2,1.0,2.0,,,,,,,,,,,,1662.7,1.0,,,,,,,,,,,,,,,,,11002,,,,,1,2.0,13.0,1.0,2.0,,,,,,,,,,,13.0,,,,,,,,서울 집중형
1882,3,첫방문,여행 편의성,가족형,1,서울 심층형,211.4,6.0,특수 목적,K-컬처형,8,2,2,1.0,,,,,,,,,10.0,,,,1268.4,1.0,,,,,,,,,,,,,,,,,11012,,,,,6,4.0,10.0,,,,4.0,,6.0,,,,10.0,,,13.0,,,,,,,,서울 집중형
1885,2,첫방문,여행 편의성,친구형,2,수도권/지방형(탐험가형),101.717540816327,49.0,특수 목적,경험 및 관계,11,2,2,1.0,2.0,3.0,4.0,5.0,,,,,,,,,4984.1595,1.0,,,,,,,,,,,,,,,16.0,,11071,,,,,2,5.0,3.0,1.0,2.0,3.0,,5.0,,7.0,,,,,,13.0,,,16.0,,,,,서울 확산형
1887,3,첫방문,여행 편의성,혼자형,2,수도권/지방형(탐험가형),460.0,6.0,도시 소비형,경험 및 관계,97,2,2,1.0,,3.0,,,,,,,,,,,2760.0,1.0,,,,,,,,,,,,13.0,,,,,26006,,,,,1,2.0,3.0,1.0,2.0,3.0,,5.0,,,,,,,,13.0,,,,,,,,서울 확산형
1888,5,첫방문,여행 편의성,가족형,1,서울 심층형,105.7,11.0,도시 소비형,경험 및 관계,8,1,2,,,3.0,,5.0,,,,,,,,,1162.7,1.0,,,,,,,,,,,,,,,,,11003,,,,,2,,,,2.0,,,,,,,,,,,,,,,,,,,서울 집중형
1903,2,첫방문,가성비,혼자형,3,서울 심층형,239.184,10.0,"역사, 전통, 자연",K-컬처형,19,2,2,1.0,2.0,3.0,4.0,,,,,,,,,,2391.84,1.0,,3.0,,,,,,,,,,13.0,,,,,11021,,,,,4,2.0,3.0,,2.0,3.0,4.0,,,,,,,,,13.0,,,,,,,,서울 확산형
1905,4,재방문,안전 및 퀄리티,혼자형,2,서울 심층형,274.193548387097,31.0,경험형,경험 및 관계,12,2,2,1.0,2.0,3.0,4.0,,,,,,,,,,8500.0,1.0,2.0,,,,,,,,,,,,,,,,41001,,,,,2,1.0,5.0,1.0,2.0,,,5.0,,,,,,,,,,,,,,,,서울 확산형
1906,2,첫방문,안전 및 퀄리티,가족형,1,서울 심층형,139.474422222222,9.0,특수 목적,경험 및 관계,12,1,2,,,3.0,,,,,,,,,,,1255.2698,1.0,,,,,,,,,,,,,,,,,11005,,,,,12,6.0,5.0,1.0,,,,5.0,6.0,,,,,,12.0,,,,,,,,,서울 집중형
1908,2,재방문,여행 편의성,가족형,1,서울 단기형,369.197,3.0,특수 목적,경험 및 관계,12,2,2,1.0,2.0,,,,6.0,,,,,,,,1107.591,1.0,,,,,,,,,,,,,,,,,11001,,,,,2,10.0,7.0,,2.0,,,5.0,,7.0,,,10.0,,,,,,,,,,,서울 집중형
1909,3,첫방문,안전 및 퀄리티,가족형,1,서울 심층형,1687.5,11.0,도시 소비형,K-컬처형,19,2,2,,,3.0,,5.0,,,,,,,,13.0,9961.77,1.0,,,,,,,,,,,,,,,,,11905,,,,,2,13.0,14.0,1.0,2.0,,,,,,,,,,,13.0,14.0,,,,,,,서울 집중형
1911,2,재방문,여행 편의성,혼자형,1,서울 심층형,185.466666666667,6.0,도시 소비형,가성비 및 접근성,1,2,2,1.0,,,,,,,,,,,,,1112.8,1.0,,,,,,,,,,,,,,,,,11001,,,,,1,2.0,5.0,1.0,2.0,,,5.0,,,,,,,,,,,,,,,,서울 집중형
1916,5,재방문,여행 편의성,가족형,2,서울 심층형,318.394285714286,7.0,경험형,경험 및 관계,19,1,2,,,3.0,,,6.0,,,,,,,,2228.76,1.0,,,4.0,,,,,,,,,,,,,,42002,,,,,9,5.0,7.0,,,3.0,,5.0,6.0,7.0,,9.0,,,,,,,16.0,,,,,서울 확산형
1917,2,첫방문,가성비,혼자형,1,서울 심층형,232.389,8.0,"역사, 전통, 자연",K-컬처형,19,1,2,1.0,,3.0,,,6.0,,,,,,,,1859.112,1.0,,,,,,,,,,,,,,,,,11905,,,,,6,5.0,2.0,1.0,2.0,,,5.0,6.0,,,,,,,,,,,,,,,서울 집중형
1923,4,재방문,안전 및 퀄리티,가족형,1,서울 단기형,543.6,3.0,"역사, 전통, 자연",K-컬처형,18,2,2,,2.0,3.0,,,,,,,10.0,,12.0,,1630.8,1.0,,,,,,,,,,,,,,,,,11032,,,,,11,10.0,2.0,,2.0,,,5.0,,,,,10.0,11.0,,,,,,,,,,서울 집중형
1926,2,첫방문,여행 편의성,친구형,4,서울 심층형,142.172307692308,13.0,도시 소비형,K-컬처형,97,2,2,1.0,,,,,,,,,10.0,,,,1848.24,1.0,,,,,,,,9.0,,,,13.0,,15.0,,,11002,,,,,1,2.0,5.0,1.0,2.0,3.0,,5.0,,7.0,,,,,,,,,,,,,,서울 확산형
1927,4,첫방문,안전 및 퀄리티,가족형,1,서울 단기형,695.5,5.0,도시 소비형,경험 및 관계,1,2,2,1.0,,3.0,,,,,,,,,,,3477.5,1.0,,,,,,,,,,,,,,,,,11001,,,,,2,1.0,,1.0,2.0,,,5.0,6.0,,,,,,,,,,,,,,,서울 집중형
1928,2,재방문,여행 편의성,가족형,1,서울 단기형,306.02,5.0,"역사, 전통, 자연",경험 및 관계,1,1,2,,2.0,3.0,4.0,,,,,,,,,,1530.1,1.0,,,,,,,,,,,,,,,,,11507,,,,,1,2.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,서울 집중형
1929,2,첫방문,여행 편의성,혼자형,4,서울 심층형,163.08,22.0,경험형,K-컬처형,97,1,2,1.0,2.0,3.0,,,,,,,10.0,,12.0,,3587.76,1.0,,3.0,,,,,,,,11.0,,13.0,,,,,11003,,,,,5,7.0,1.0,1.0,2.0,3.0,,5.0,6.0,7.0,,,,,,,,,,,,,,서울 확산형
1931,2,재방문,여행 편의성,친구형,1,서울 단기형,278.8,4.0,도시 소비형,가성비 및 접근성,2,2,2,1.0,2.0,3.0,,,,,,,,,,,1115.2,1.0,,,,,,,,,,,,,,,,,11522,,,,,2,1.0,13.0,1.0,2.0,,,,,,,,,,,13.0,,,,,,,,서울 집중형
1932,2,재방문,안전 및 퀄리티,혼자형,1,서울 심층형,253.68,12.0,"역사, 전통, 자연",경험 및 관계,18,1,2,,,3.0,,,,,,,,,,,3044.16,1.0,,,,,,,,,,,,,,,,,11002,,,,,11,1.0,4.0,1.0,2.0,,4.0,5.0,6.0,7.0,,,,11.0,,,,,,,,,,서울 집중형
1933,2,첫방문,안전 및 퀄리티,혼자형,1,서울 심층형,123.065666666667,21.0,도시 소비형,경험 및 관계,16,1,2,,,3.0,,,,,,,,,,,2584.379,1.0,,,,,,,,,,,,,,,,,11546,,,,,5,2.0,6.0,1.0,2.0,,,5.0,6.0,,,,,,,,,15.0,,,,,,서울 집중형
1934,2,재방문,여행 편의성,친구형,3,수도권/지방형(탐험가형),214.0,13.0,도시 소비형,가성비 및 접근성,1,1,2,1.0,,3.0,4.0,,,,,,,,,,2782.0,,2.0,,,5.0,,7.0,,,,,,,,,,,41505,,,,,2,1.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,탐험형
1935,3,첫방문,여행 편의성,혼자형,1,서울 심층형,383.366666666667,6.0,"역사, 전통, 자연",K-컬처형,15,2,2,1.0,,3.0,,,,,,,,,,,2300.2,1.0,,,,,,,,,,,,,,,,,11012,,,,,5,7.0,1.0,1.0,2.0,3.0,,5.0,,7.0,,,,,,,,,,,,,,서울 집중형
1939,2,첫방문,여행 편의성,단체형,1,서울 단기형,271.36,5.0,특수 목적,경험 및 관계,13,1,2,,2.0,,,,,,,,,,,,1356.8,1.0,,,,,,,,,,,,,,,,,11001,,,,,6,5.0,3.0,,,3.0,,5.0,6.0,,,,,,,,,,,,,,,서울 집중형
1940,2,첫방문,여행 편의성,직장형,2,서울 심층형,515.0,6.0,"역사, 전통, 자연",가성비 및 접근성,13,2,2,1.0,,3.0,,,6.0,,,,,,,,3090.0,1.0,,,,,,,,,,,,13.0,,,,,11001,,,,,1,3.0,2.0,1.0,2.0,3.0,,5.0,,,8.0,,,,,,,,,,,19.0,,서울 확산형
1941,2,첫방문,여행 편의성,직장형,3,서울 심층형,383.333333333333,6.0,"역사, 전통, 자연",가성비 및 접근성,13,2,2,1.0,2.0,,,,,,,,,,,,2300.0,1.0,,,4.0,,,,,,,,,13.0,,,,,42505,,,,,2,3.0,1.0,1.0,2.0,3.0,,5.0,,7.0,,,,,12.0,,,,16.0,,,,,서울 확산형
1944,2,재방문,안전 및 퀄리티,친구형,1,서울 단기형,294.666666666667,3.0,도시 소비형,경험 및 관계,2,2,2,1.0,,,,,,,,,,,,,884.0,1.0,,,,,,,,,,,,,,,,,11538,,,,,14,1.0,2.0,1.0,2.0,,,,,,,,,,,,14.0,,,,,,,서울 집중형
1945,5,재방문,여행 편의성,가족형,1,서울 심층형,240.0,8.0,도시 소비형,경험 및 관계,13,2,2,1.0,2.0,3.0,4.0,5.0,,7.0,,,,11.0,,,1920.0,1.0,,,,,,,,,,,,,,,,,11001,11012.0,,,,5,6.0,2.0,1.0,2.0,3.0,,5.0,6.0,,8.0,,,,,,,,,,,,,서울 집중형
1946,3,첫방문,여행 편의성,직장형,2,서울 심층형,438.333333333333,6.0,"역사, 전통, 자연",가성비 및 접근성,13,1,2,,2.0,3.0,,,6.0,,,,,,,,2630.0,1.0,,,,,,,,,,,,13.0,,,,,26006,,,,,3,18.0,2.0,1.0,2.0,3.0,,5.0,,,,,,,,,,15.0,,,18.0,,,서울 확산형
1948,4,재방문,여행 편의성,친구형,1,서울 심층형,278.933333333333,6.0,도시 소비형,경험 및 관계,13,2,2,1.0,2.0,3.0,,,,,,,10.0,,,,1673.6,1.0,,,,,,,,,,,,,,,,,11012,,,,,5,6.0,2.0,1.0,2.0,3.0,,5.0,6.0,,,,,,,,,,,,,,,서울 집중형
1950,3,첫방문,여행 편의성,가족형,1,서울 심층형,138.285714285714,7.0,"역사, 전통, 자연",경험 및 관계,20,2,2,1.0,,3.0,,,,,,,,,,,968.0,1.0,,,,,,,,,,,,,,,,,11001,,,,,5,2.0,1.0,1.0,2.0,,,5.0,,,,,,,,,,,,,,,,서울 집중형
1952,2,첫방문,여행 편의성,혼자형,2,서울 심층형,247.288888888889,9.0,경험형,K-컬처형,1,1,2,1.0,2.0,3.0,,,,,,,,,,,2225.6,1.0,,,4.0,,,,,,,,,,,,,,11001,,,,,2,16.0,6.0,1.0,2.0,,,,6.0,,,,,,,13.0,,,16.0,,,,,서울 확산형
1957,4,첫방문,여행 편의성,가족형,1,서울 단기형,250.38,5.0,"역사, 전통, 자연",경험 및 관계,1,1,2,1.0,,3.0,4.0,,,,,,,,,,1251.9,1.0,,,,,,,,,,,,,,,,,11012,,,,,2,1.0,5.0,1.0,2.0,3.0,,5.0,,,,,,,,,,,,,,,,서울 집중형
1960,2,첫방문,여행 편의성,혼자형,1,서울 심층형,143.074285714286,7.0,"역사, 전통, 자연",K-컬처형,1,1,2,,,,4.0,,,,,,,,,,1001.52,1.0,,,,,,,,,,,,,,,,,99999,,,,,9,8.0,5.0,,,,,5.0,,,8.0,9.0,,,,,,,,,,,,서울 집중형
1962,2,첫방문,여행 편의성,혼자형,1,서울 심층형,115.916666666667,6.0,도시 소비형,K-컬처형,1,2,2,,2.0,,,,,,,,,11.0,,13.0,695.5,1.0,,,,,,,,,,,,,,,,,11001,,,,,8,1.0,2.0,1.0,2.0,,,,,,8.0,,,,,,,,,,,,,서울 집중형
1965,4,재방문,여행 편의성,복합형(가족+친구),1,서울 단기형,306.02,5.0,특수 목적,경험 및 관계,8,1,2,,2.0,3.0,,5.0,,,8.0,,,,,,1530.1,1.0,,,,,,,,,,,,,,,,,11001,,,,,2,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,서울 집중형
1968,2,재방문,안전 및 퀄리티,혼자형,2,서울 심층형,184.0992,15.0,도시 소비형,경험 및 관계,97,2,2,1.0,2.0,3.0,4.0,5.0,6.0,,,,,11.0,,,2761.488,1.0,,,,,,,,,,,,13.0,,,,,26006,,,,,2,1.0,5.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,,,,,,,,,,,서울 확산형
1975,2,첫방문,여행 편의성,단체형,3,서울 심층형,219.066666666667,15.0,"역사, 전통, 자연",경험 및 관계,15,2,2,1.0,2.0,3.0,,,6.0,7.0,,,,,,,3286.0,1.0,,,,,,,,,,,,13.0,,,,17.0,11001,,,,,12,5.0,1.0,1.0,2.0,3.0,,5.0,,7.0,8.0,,,11.0,12.0,,,,,,,,,서울 확산형
1976,3,재방문,여행 편의성,가족형,1,서울 단기형,576.037,5.0,도시 소비형,가성비 및 접근성,10,2,2,,,3.0,,5.0,,,,,,,,,2880.185,1.0,,,,,,,,,,,,,,,,,11001,,,,,1,2.0,5.0,1.0,2.0,,,5.0,,,,,,,,,,,,,,,,서울 집중형
1983,3,재방문,가성비,혼자형,1,서울 심층형,63.9529411764706,17.0,"역사, 전통, 자연",경험 및 관계,18,1,2,,2.0,3.0,,,,,8.0,,,,,,1087.2,1.0,,,,,,,,,,,,,,,,,11002,,,,,3,5.0,11.0,1.0,,3.0,,5.0,,,,,,11.0,,,,15.0,,,,,,서울 집중형
1984,3,재방문,여행 편의성,가족형,2,수도권/지방형(탐험가형),148.254545454545,11.0,"역사, 전통, 자연",경험 및 관계,16,1,2,,,,,,,,,,,,,,1630.8,1.0,,3.0,,,,,,,,,,,,,,,28503,,,,,1,5.0,,1.0,,,,5.0,,,,,,,,,,,,,,,,서울 확산형
1986,3,재방문,여행 편의성,가족형,1,서울 심층형,200.0,6.0,경험형,가성비 및 접근성,4,2,2,,,,,,,,,,10.0,,,,1200.0,1.0,,,,,,,,,,,,,,,,,11515,,,,,7,5.0,3.0,1.0,2.0,3.0,,5.0,,7.0,,,,,,,,,,,,,,서울 집중형
1987,2,재방문,여행 편의성,친구형,1,서울 심층형,238.145166666667,6.0,경험형,K-컬처형,10,2,2,1.0,2.0,,,,,,,,,11.0,,,1428.871,1.0,,,,,,,,,,,,,,,,,11002,,,,,8,5.0,6.0,1.0,2.0,,,5.0,6.0,,8.0,,,,,,,,,,,,,서울 집중형
1988,1,첫방문,여행 편의성,가족형,1,서울 단기형,204.8,5.0,경험형,경험 및 관계,3,2,2,1.0,,3.0,,,,,,,,11.0,,,1024.0,1.0,,,,,,,,,,,,,,,,,11001,,,,,2,8.0,1.0,1.0,2.0,3.0,,5.0,,,8.0,,,,12.0,,,,,,,,,서울 집중형
1995,4,재방문,가성비,가족형,1,서울 심층형,256.0,6.0,도시 소비형,K-컬처형,3,1,2,1.0,2.0,3.0,,,,,,,,,,,1536.0,1.0,,,,,,,,,,,,,,,,,11001,,,,,2,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,서울 집중형
2005,2,첫방문,여행 편의성,가족형,2,서울 단기형,262.4,5.0,특수 목적,K-컬처형,3,2,2,1.0,2.0,3.0,4.0,,,,,,,,,,1312.0,1.0,,,4.0,,,,,,,,,,,,,,11513,,,,,16,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,16.0,,,,,서울 확산형
2009,2,재방문,여행 편의성,친구형,1,서울 단기형,251.00375,4.0,도시 소비형,K-컬처형,5,2,2,1.0,2.0,3.0,,,6.0,,,,,,,,1004.015,1.0,,,,,,,,,,,,,,,,,11002,,,,,1,2.0,3.0,1.0,2.0,3.0,,,,,8.0,,,,,,,,,,,,,서울 집중형
